ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
B0C1C61Q2X,Burskit Bride Gifts MRS Patch Travel Makeup Bag Varsity Letter Cosmetic Toiletry Bag Letter Patches White Makeup PU Bag Bride Clutch Purse Waterproof Portable Zipper Organizer,Burskit,Beauty & Personal Care,"$19,960.02","1,998",$9.99,N.A.,N.A.,"11,181",111.375,7,1,05/28/2023,Amazon,4.7,N.A.,N.A.,N.A.
B0CKRVMK5T,Burt's Bees Face Wipes  Makeup Remover Facial Cleansing Towelettes for All Skin Types  3 in 1 Hydrating Micellar Cleanser with Coconut & Lotus Water  30 Count (Pack of 3),Burt's Bees,Beauty & Personal Care,"$187,263.90","11,370",$17.14,$6.24,$10.90,"1,045",17076.28571,7,1,05/12/2018,Amazon.com,4.5,"3.38"" x 2.00"" x 4.25""",Large standard-size,8.74 lbs
B00NUJQG7Y,Burt's Bees Face Wipes  Makeup Remover Facial Cleansing Towelettes for Sensitive Skin  Hydrating with Aloe Vera  30 Count (Pack of 3),Burt's Bees,Beauty & Personal Care,"$120,390.60","6,380",$18.87,$7.97,$10.90,"11,444",6491,7,1,12/13/2014,Amazon.com,4.4,"9.19"" x 6.63"" x 3.88""",Large standard-size,1.2 lbs
B00BEQJ0EG,Burt's Bees Lip Balm  Moisturizing Lip Shine for Women  for Dry Lips  100% Natural Makeup  Whisper,Burt's Bees,Beauty & Personal Care,"$25,340.28","3,732",$6.29,$3.46,$2.83,"3,732",4739,6,6,03/05/2013,Amazon.com,4.5,"1.19"" x 0.75"" x 4.00""",Small standard-size,0.5 lbs
B097P6S9H3,Burt's Bees Mascara  Lengthens Lashes  100% Natural Makeup  Classic Black,Burt's Bees,Beauty & Personal Care,"$23,472.93","1,807",$12.99,$4.87,$8.12,"7,759",7161,6,3,03/05/2018,VOI Products,4.1,"2.25"" x 0.71"" x 8.31""",Small standard-size,0.9 lbs
B0CC99D7BL,Buruis Extra Large Capacity Toiletry Bag for Women and Men  Hanging Toiletry Organizer Cosmetics Makeup Bag  Water-resistant Dopp kit Travel Bag for Full Sized Toiletries (Denim Gray),Buruis,Beauty & Personal Care,"$37,709.91","1,509",$20.99,N.A.,N.A.,"12,672",9705.5,7,1,07/21/2023,Amazon,4.5,N.A.,N.A.,N.A.
B0C3TDBB65,BWLLNI Lighted Makeup Mirror Hollywood Mirror Vanity Mirror with Lights  Touch Control Design 3 Colors Dimable LED Bulbs  Detachable 10X Magnification  360°Rotation  Black.,BWLLNI,Beauty & Personal Care,"$83,059.23","2,077",$39.99,$12.73,$27.26,"12,899",2453.222222,6,30,09/02/2021,Amazon,4.6,"11.80"" x 10.00"" x 0.04""",Large standard-size,4.61 lbs
B079LG73YF,Caboodles On-The-Go Girl Makeup Box  Seafoam on Lavender  Hard Plastic Makeup Organizer Box  Built-In Mirror  Secure Latch for Safe Travel  Spacious Storage for Large Items,Caboodles,Beauty & Personal Care,"$45,167.57","2,381",$18.97,$9.88,$9.09,"7,359",5816,7,3,07/14/2023,Amazon.com,4.8,"13.38"" x 8.88"" x 6.50""",Large standard-size,1 lbs
B0BFGVNVMC,Caboodles Pretty in Petite Makeup Box  Two-Tone Periwinkle on Pink  Hard Plastic Organizer Box  2 Swivel Trays  Fashion Mirror  Secure Latch for Safe Travel,Caboodles,Beauty & Personal Care,"$31,911.19","2,281",$13.99,$5.87,$8.12,"5,423",656.6666667,6,1,09/24/2018,Amazon.com,4.2,"8.82"" x 5.88"" x 3.66""",Large standard-size,11.04 lbs
B0C85MPW8L,CADAVO TSA Approved Toiletry Bag  3 Pack Clear Travel Bags for Toiletries  Quart Size Makeup Cosmetic Bag Organizer for Women Men Travel Accessories(Black),CADAVO,Beauty & Personal Care,"$7,248.63","1,037",$6.99,N.A.,N.A.,"18,817",53,6,1,07/17/2023,Amazon,4.4,N.A.,N.A.,N.A.
B0CD1JLLJX,CAHIUYOA 2PCS Black Matte Lipstick Lip Liner Makeup Set Liquid Black Lipstick Lip Gloss Lip Stain Waterproof Long Lasting Black Lip Liner and Lipstick Set for Halloween Cosplay Goth Makeup,CAHIUYOA,Beauty & Personal Care,"$14,419.96","1,604",$8.99,$4.26,$4.73,"6,615",1,7,1,08/15/2023,Amazon,5,"7.28"" x 2.87"" x 1.02""",Large standard-size,1.13 lbs
B0BF3KG265,CANIPHA 8pcs Lambskin Pocket Cosmetic Bag  Waterproof Portable Small Makeup Bag No Zipper Self-closing Small Makeup Pouch for Women Mini Makeup Bag Travel Storage for Cosmetics Headphones Jewelry,CANIPHA,Beauty & Personal Care,"$19,516.05","1,395",$13.99,N.A.,N.A.,"15,921",524,7,1,09/12/2022,Amazon,4.5,N.A.,N.A.,N.A.
B09BPMZLRS,CANITORON Makeup Organizer  Large Capacity Dust and WaterProof Cosmetic Organizer with Lipstick Storage Case  Skincare Organizers  Cosmetic Display Case for Dresser Counter Bathroom-T2-Ngreen,CANITORON,Beauty & Personal Care,"$141,709.23","2,577",$49.99,$16.18,$33.81,"9,372",958.5,7,1,11/27/2021,Amazon,4.4,"7.80"" x 11.00"" x 14.40""",Large standard-size,3.7 lbs
B0CGBP1B8B,Carpe Primer Face Makeup Base ~New~ Zinc Mineral Sunscreen Face SPF 30  Lasting Matte Primer For Oily Skin And Tinted Sunscreen For Face,Carpe,Beauty & Personal Care,"$47,485.40","1,165",$40.76,$9.65,$31.11,"28,657",19,7,1,08/30/2023,Amazon,3.7,"4.50"" x 1.50"" x 1.50""",Large standard-size,3.21 lbs
B08DYDT1ZX,Cat Eye Makeup Waterproof Neon Colorful Liquid Eyeliner Pen Make Up Comestics Long-lasting Black Eye Liner Pencil Makeup Tools (blue),DNM,Beauty & Personal Care,"$6,904.20","1,110",$6.11,$3.42,$2.69,"11,801",657.25,7,1,09/12/2020,Blue Electronic Technology Company,3.45,"0.30"" x 2.00"" x 7.00""",Small standard-size,0.2006 lbs
B08G8JRSG8,Catkin Matte Lipsticks red lipstick Long Lasting Lipstick Lip Makeup Waterproof Matte Finish Moisturizing Smooth Soft High Impact Lip color Infused with Vitamin E and Avocado Oil,Catkin,Beauty & Personal Care,"$22,664.66","1,334",$16.99,$6.09,$10.90,"22,049",1976,7,1,05/14/2019,CATKIN Cosmetic,4.2,"1.00"" x 1.00"" x 3.15""",Large standard-size,0.0992 lbs
B0CKRT8FHD,CCBeauty 2.3oz Fake Blood Washable  Stage Blood Makeup  Safe Realistic Edible Scab Bloods for Clothes  Vampire Makeup for Halloween Costume Theater  Cosplay  Zombie  Special Effects SFX Makeup  Bright,CCbeauty,Beauty & Personal Care,"$22,904.10","4,590",$4.99,$3.94,$1.05,"3,852",44,7,1,10/17/2023,N.A.,4.4,"4.96"" x 4.02"" x 1.69""",Large standard-size,2.3 lbs
B09TTB1B1L,CCbeauty Baby Pink Face Paint Stick Face Painting Kit Non Toxic SFX Makeup For Cat Unicorn Fairy Halloween Costume Cosplay Professional Body Paint Full Coverage Painting Foundation With Makeup Sponge,CCbeauty,Beauty & Personal Care,"$27,512.46","2,754",$9.99,$4.34,$5.65,"5,140",165,7,1,08/05/2023,Amazon,4.4,"3.74"" x 1.38"" x 1.38""",Large standard-size,2.24 lbs
B0CKNCZ1FR,CCBeauty Blue Face Body Paint Stick  Cream Dark Blue Baseball Eye Black Sticks for Sports  Grease Foundation Makeup  Face Painting Kit for Halloween Avatar Mystique Smurf Cosplay Costume Parties,CCbeauty,Beauty & Personal Care,"$130,705.61","14,539",$9.99,$4.26,$5.73,174,2542.933333,7,1,04/30/2022,Amazon,4.4,"7.68"" x 4.53"" x 1.38""",Large standard-size,2.37 lbs
B09TJYPD9Q,CCBeauty Dark Grey Face Body Paint Stick  Grease Gray FacePaint  Cream Grayscale Foundation Makeup  Waterproof Hypoallergenic for Halloween SFX Special Effects Cosplay Costume Parties,CCbeauty,Beauty & Personal Care,"$126,673.20","12,680",$9.99,$4.34,$5.65,174,2535,7,1,10/17/2022,Amazon,4.4,"3.70"" x 1.42"" x 1.34""",Large standard-size,1.76 lbs
B0CGXJCTWF,CCbeauty Halloween Rigid Collodion with Brush 0.5oz  Cosmetic Scarring Liquid  Scar Liquid  Liquid Scar Makeup  SFX Scar Makeup for Special Effects FX  Stage  Cosplay  Costume  Film 15ml,CCbeauty,Beauty & Personal Care,"$37,005.43","2,057",$17.99,$6.24,$11.75,"5,263",N.A.,6,1,10/10/2023,N.A.,N.A.,"6.10"" x 4.92"" x 1.93""",Large standard-size,2.05 lbs
B09R9YPBRF,CCbeauty Red Eye Black Stick  Matte Cream Red Face Paint  Blush Stick for Cheeks  Eyes and Lips Makeup Waterproof Long Lasting  Easy to Use  Cruelty-Free,CCbeauty,Beauty & Personal Care,"$82,760.42","10,358",$7.99,$4.18,$3.81,"186,417",3,7,1,06/23/2022,Amazon,3.4,"2.56"" x 1.14"" x 1.10""",Large standard-size,1.13 lbs
B0CFL5JLB7,Cerpourt Clear Makeup Brush Organizer Acrylic Cosmetic Brushes Storage Holder with 3 Slots Pencil Pen Holder for Desk Desk Organizer and Accessories for Vanity,Cerpourt,Beauty & Personal Care,"$8,667.53","1,447",$5.99,$4.02,$1.97,N.A.,72,7,1,03/28/2023,Amazon,4.9,"2.60"" x 7.80"" x 3.50""",Large standard-size,5.9 lbs
B0BTHMCYVY,Cessfle Large Capacity Travel Cosmetic Bag Plaid Checkered Makeup Bag Portable Leather Waterproof Skincare Bag with Handle and Divider for Women,Cessfle,Beauty & Personal Care,"$32,123.93","1,607",$19.99,N.A.,N.A.,"15,190",366,7,1,04/14/2023,Amazon,4.284615385,N.A.,N.A.,N.A.
B076BZLRBR,Cetaphil Bar Soap  Deep Cleansing Face and Body Bar  Pack of 3  For Dry to Normal  Sensitive Skin  Soap Free  Hypoallergenic  Paraben Free  Removes Makeup  Dirt and Oil,Cetaphil,Beauty & Personal Care,"$163,400.94","14,346",$17.49,$6.85,$10.64,887,18704,6,6,03/10/2018,Amazon.com,4.7,"2.57"" x 4.14"" x 5.10""",Large standard-size,1.02 lbs
B0CBYTD5RC,Cetaphil Gentle Makeup Removing Face Wipes  Daily Cleansing Facial Towelettes Gently Remove Makeup  Fragrance and Alcohol Free  25 Count,Cetaphil,Beauty & Personal Care,"$241,188.50","35,210",$10.48,$4.09,$6.39,161,17869,7,19,10/26/2016,Amazon.com,4.5,"3.63"" x 4.75"" x 2.00""",Large standard-size,1.92 lbs
B0BRRGV475,Cevioce Hair Chalk for Girls Temporary Hair Color Hair Accessories Toys for Girls Kids Teens Washable Hair Dye Girls Makeup Kits of 6 Temporary Colour Chalk Great Toy Gifts for Girls Age 4 5 6 7 8 9 10+ Easter Birthday Cosplay DIY,Cevioce,Beauty & Personal Care,"$9,208.92","1,154",$7.98,$3.71,$4.27,"13,617",364,7,1,10/15/2022,Amazon,3.7,"5.98"" x 4.33"" x 0.71""",Small standard-size,7.83 lbs
B08FX77PSY,Champagne Makeup Brushes Set  Valentines Day Gifts for Kids Yuwaku Silver Foundation Powder Blush Eyeshadow Brushes Blending 32 Piece NO Shed Cruelty-Free Synthetic Fiber Bristles Cosmetic Brushes with Travel Case,Daxstar,Beauty & Personal Care,"$23,373.16","2,342",$9.98,$4.57,$5.41,"14,049",9951.75,6,1,06/16/2019,Amazon,4.2,"7.09"" x 5.91"" x 0.98""",Large standard-size,7.37 lbs
B09C7DKKQH,Chandelli Designer Travel Toiletry Bag With Hook - Fits 40 Toiletries - Large Toiletry Bag Hanging - Hanging Makeup Bag Travel Cosmetic Bag - Travel Gifts For Women - Bathroom Travel Bag For Women,Chandelli,Beauty & Personal Care,"$24,005.70","1,046",$22.95,$7.21,$15.74,"17,478",2416.222222,6,2,04/02/2021,Amazon Warehouse,4.6,"9.00"" x 2.00"" x 10.00""",Large standard-size,0.65 lbs
B0BJDD8YMX,Charmacy 3 Colors Liquid Glitter Eyeliner Set  Metallic Shimmer Glitter Eyeshadow  Quick Drying  Easy to Apply  Long Lasting Waterproof Eyeliner Sparkling Eye Glitter Makeup (Green Pink Purple),CHARMACY,Beauty & Personal Care,"$42,781.46","2,854",$14.99,$5.17,$9.82,"5,397",467.3333333,6,1,08/17/2023,Amazon,4.333333333,"4.30"" x 0.50"" x 0.50""",Small standard-size,1.76 lbs
B0C53LQWZW,CHARMACY Multichrome 2 in 1 Cream Eyeshadow Stick  Waterproof Eye Brightener Highlighter Stick Makeup  High Pigmented  Smudge-Proof  Vegan & Cruelty-Free (#901),CHARMACY,Beauty & Personal Care,"$26,054.27","2,173",$11.99,$4.72,$7.27,"5,240",148,6,1,05/25/2023,Amazon,3.95,"5.00"" x 0.50"" x 0.50""",Small standard-size,0.63 lbs
B0BG47FVGP,CHASPA 10 Packs Halloween Clown Horror Mouth Face Temporary Tattoo  Prank Makeup Face Decals Prank Props for Halloween Cosplay Party DIY Decorations (Black),CHASPA,Beauty & Personal Care,"$13,183.50","1,650",$7.99,N.A.,N.A.,N.A.,3,6,1,10/14/2022,WorldFun-US,4.3,N.A.,N.A.,N.A.
B09BM6HSQM,CHASPA Halloween Liquid Latex Special Effects SFX Makeup Kit - Scar Wax + 2 Btl Liquid Latex + 2 Btl Fake Blood + Spatula Tool + 2Pcs Stipple Sponge + 4Pcs Makeup Sponges + Cotton Swabs,CHASPA,Beauty & Personal Care,"$40,351.65","1,835",$21.99,$7.07,$14.92,"7,250",735,7,1,09/08/2021,Amazon,4.5,"5.59"" x 2.91"" x 2.40""",Large standard-size,9.52 lbs
B097L3F23M,CHEFBEE 100PCS Disposable Eyelash Brush  Mascara Wands Makeup Brushes Applicators Kits for Eyelash Extensions and Eyebrow Brush with Container (Black),CHEFBEE,Beauty & Personal Care,"$84,411.00","16,950",$5.19,$3.94,$1.25,584,9390,6,1,09/30/2020,Amazon,4.7,"4.72"" x 2.44"" x 2.36""",Large standard-size,4.66 lbs
B0BX2VQ67Q,ChefBee 200PCS Lip Applicators Disposable - Lint Free Lip Brush Lipstick Applicator Wands  Black Lip Wands Lip Gloss Applicators Disposable  Lipstick Brush Lip Mask Makeup Applicator Beauty Tool Kits,CHEFBEE,Beauty & Personal Care,"$5,885.95","1,255",$4.69,$3.30,$1.39,"18,221",217,7,1,03/17/2023,Amazon,4.7,"7.24"" x 4.72"" x 0.47""",Small standard-size,2.89 lbs
B0CKVSQBLK,Chella Eyebrow Pencil  Dazzling Dark Brown - Vegan  Gluten Free  Cruelty Free  Paraben Free  Eyebrow Makeup - Long Wearing  Smooth Consistency,Chella,Beauty & Personal Care,"$25,200.00","1,008",$25.00,$7.29,$17.71,"20,186",1421,6,1,07/27/2017,Amazon,4.5,"0.80"" x 0.80"" x 5.90""",Large standard-size,0.04 lbs
B0CBN5HCYC,Chenille Letter Bag Nylon Makeup Bag Portable Bag Makeup Cases Preppy Patch Makeup Bag with Zipper Cosmetic Toiletry Storage Bag for Women Girls (Beige Rustic MEDS),Geetery,Beauty & Personal Care,"$16,548.96","1,104",$14.99,N.A.,N.A.,"13,791",153.9090909,7,1,08/25/2023,Amazon,4.618181818,N.A.,N.A.,N.A.
B098W787ZQ,Cherimoya MAX Makeup Clear Lip Polish bulk (ALOE VERA),Cherimoya Brand Name,Beauty & Personal Care,"$14,742.00","1,080",$13.65,N.A.,N.A.,"11,769",1747,5,4,02/07/2020,KOLORIZE ME,4.7,"0.00"" x 0.00"" x 0.00""",N.A.,0 lbs
B098W794X6,Cherimoya MAX Makeup Lip Polish bulk-12PCS SET (NUDE PEACH/STRAW),Max Makeup Cherimoya,Beauty & Personal Care,"$15,820.50","1,590",$9.95,$4.57,$5.38,"11,769",83,5,3,02/07/2020,KOLORIZE ME,4.2,"5.44"" x 4.81"" x 1.46""",Large standard-size,9.14 lbs
B09HRN1XS5,Chloven 25 Pack Charcoal Bamboo Reusable Makeup Remover Pads - Bamboo Reusable Cotton Rounds for Toner  Washable Eco-Friendly Pads for All Skin Types with Cotton Laundry Bag,Chloven,Beauty & Personal Care,"$18,261.72","1,828",$9.99,$3.72,$6.27,"10,594",7311,7,1,09/14/2020,Amazon,4.6,"10.59"" x 6.69"" x 0.75""",Small standard-size,3.21 lbs
B0BYD54J88,Chloven 7 Pcs Microfiber Bowtie Oversized Headbands Facial Makeup Headband Large Cosmetic Bowknot Hairlace Adjustable Elastic HairBand for Girls Women（Wide + Narrow style）,Chloven,Beauty & Personal Care,"$9,070.91","1,009",$8.99,$4.49,$4.50,"13,758",5675,6,1,06/27/2018,Amazon,4.4,"10.08"" x 8.19"" x 0.94""",Large standard-size,8.78 lbs
B08T154BT9,Chuangdi 3 Face Wash Bands for Makeup and Yoga Sports Shower Face Spa Headband Elastic Headband for Girls and Women (Black  White  Light Grey),Chuangdi,Beauty & Personal Care,"$22,100.34","2,766",$7.99,$4.18,$3.81,"6,201",2609.636364,6,1,02/11/2021,Amazon,4.5,"10.00"" x 6.06"" x 1.38""",Large standard-size,3.53 lbs
B07YMZJT1Q,Chunky Holographic Body Glitter I 16 Colors + Glitter Glue for Face Glitter Makeup  Hair  Eye & Fine Glitter Eyeshadow - Perfect for Halloween  Slime  Resin  Tumblers  Craft  Cosmetic & Nail Art,SoJourner Bags,Beauty & Personal Care,"$31,977.33","2,667",$11.99,$5.34,$6.65,"5,170",2764,6,1,06/17/2018,Amazon,4.6,"1.00"" x 5.00"" x 2.00""",Large standard-size,3 lbs
B0CCLN6G5V,CINEMA SECRETS MAKEUP BRUSH CLEANER 6 FL OZ SPRAY,CINEMA SECRETS,Beauty & Personal Care,"$50,540.00","2,527",$17.50,$6.54,$10.96,"11,916",1549,3,2,09/14/2020,Amazon,4.5,"7.36"" x 1.85"" x 1.61""",Large standard-size,5.93 lbs
B07C2KKZ9Q,Cinema Secrets Professional Makeup Brush Cleaner,CINEMA SECRETS,Beauty & Personal Care,"$32,662.00","2,333",$14.00,N.A.,N.A.,"1,444",18303,4,4,02/08/2023,Amazon,4.6,N.A.,N.A.,N.A.
B09FYJ2Z71,CINEMA SECRETS Professional Makeup Brush Cleaner (15.99 Fl Oz (Pack of 2)),CINEMA SECRETS,Beauty & Personal Care,"$615,936.00","9,624",$30.00,$13.37,$16.63,"2,112",2112.5,2,4,04/09/2017,Amazon,4.6125,"8.66"" x 5.71"" x 2.48""",Large standard-size,6.4 lbs
B0CJVK3XBZ,Cinema Secrets Professional Makeup Brush Cleaner  8oz Kits (Vanilla),CINEMA SECRETS,Beauty & Personal Care,"$79,128.00","2,826",$28.00,$7.97,$20.03,N.A.,4122,5,7,10/02/2023,N.A.,4.7,"2.76"" x 2.76"" x 7.00""",Large standard-size,7.04 lbs
B099LV9QBP,Cinema Secrets Professional Makeup Brush Cleaner  Lemon (8oz),CINEMA SECRETS,Beauty & Personal Care,"$75,984.00","3,166",$24.00,$7.37,$16.63,"60,372",87,4,3,08/14/2021,Amazon,4.6,"5.24"" x 3.94"" x 3.31""",Large standard-size,7.37 lbs
B08W3VS94N,CINIDY 20 pcs Makeup Brush Set tools Make-up Toiletry Kit Wool Make Up Brush Set (Gold),CINIDY,Beauty & Personal Care,"$33,987.26","5,674",$5.99,$4.25,$1.74,"3,716",23083,6,1,08/30/2016,CINIDY,4.3,"1.10"" x 4.60"" x 6.60""",Large standard-size,0.4497 lbs
B0BHLH5XCZ,"Claire's Caboodles Makeup Case Large - Travel Cosmetic Train Caboodle for Girls Organizer Storage Box Hard Case With Mirror - Lilac Purple and Blue 13"" x 7.4"" x 6""",Claire's,Beauty & Personal Care,--,--,$32.99,$11.68,$21.31,"6,727",792,7,2,10/06/2022,Amazon,4.8,"13.00"" x 7.40"" x 6.00""",Large standard-size,2.18 lbs
B0BQXJ9V1W,Clean & Clear Essentials Foaming Facial Cleanser for Sensitive Skin  Non-Oily Daily Face Wash to Remove Dirt  Oil & Makeup  Aloe Vera  8 Fl Oz  Pack of 6,Clean & Clear,Beauty & Personal Care,"$84,714.94","4,309",$12.51,$6.72,$5.79,"3,510",4897,7,1,01/14/2008,Amazon,4.3,"6.00"" x 6.00"" x 10.00""",Large standard-size,8 lbs
B008IEUERE,Clean & Clear Essentials Foaming Facial Cleanser  Oil-Free Daily Face Wash with Glycerin to Remove Acne Breakout-Causing Dirt  Oil & Makeup Without Over-Drying  8 Fl Oz (Packaging may vary),Clean & Clear,Beauty & Personal Care,"$15,399.28","2,873",$5.36,$4.20,$1.16,"4,984",9604,7,1,01/14/2008,Amazon.com,4.6,"2.40"" x 1.40"" x 7.80""",Large standard-size,8 lbs
B091FFGXBN,Clean Skin Club Bamboo Clean Towels XL  Award Winning Disposable Face Towel  Dry Makeup Removing Wipes  100% Bamboo Fibers  Super Soft for Sensitive Skin  50 Count,CLEAN SKIN CLUB,Beauty & Personal Care,"$137,999.60","7,688",$17.95,$5.61,$12.34,"2,188",2966,7,1,03/30/2021,Amazon,4.6,"12.00"" x 10.00"" x 0.01""",Small standard-size,2 lbs
B09G6ZCW9D,Clean Skin Club Clean Swabs | 500CT | One Pointed Tip | Biodegradable + Organic Cotton & Bamboo | Makeup & Nail Polish Touch-ups | Chlorine-Free & Hypoallergenic (500 Count),CLEAN SKIN CLUB,Beauty & Personal Care,"$50,371.20","6,336",$23.95,$4.41,$19.54,"2,537",1057,6,1,09/14/2021,Amazon,4.6,"4.45"" x 4.41"" x 3.82""",Large standard-size,6.38 lbs
B07Z59WWGD,Clean Skin Club Clean Towel XL  100% USDA Biobased Dermatologist Approved Face Towel  Disposable Clinically Tested Face Towelette  Facial Washcloth  Makeup Remover Dry Wipes  Ultra Soft 300 ct  6 pack,CLEAN SKIN CLUB,Beauty & Personal Care,"$7,982,810.16","92,651",$47.12,$16.69,$30.43,12,15289.8,7,1,04/01/2020,Amazon,4.8,"6.25"" x 5.25"" x 4.75""",Large standard-size,10 lbs
B0BWFP2F53,Clean Skin Club Clean Towels XL Travel  3 Pack USDA Certified 100‪%‬ Biobased Dermatologist Approved Face Towel  Disposable Face Towelette  Facial Washcloth  Makeup Remover Dry Wipes  Ultra Soft  30CT,CLEAN SKIN CLUB,Beauty & Personal Care,"$66,594.50","3,710",$17.95,$6.46,$11.49,"5,869",243,6,1,02/01/2020,Amazon,4.8,"6.25"" x 5.25"" x 4.75""",Large standard-size,10.07 lbs
B09ZPZBKTG,Clean Skin Club Clean Towels | Worlds 1ST Biodegradable Face Towel | Disposable Makeup Removing Wipes | Dermatology Tested & Approved | Vegan & Cruelty Free | Super Soft For Sensitive Skin,CLEAN SKIN CLUB,Beauty & Personal Care,"$235,761.55","19,729",$21.95,$4.71,$17.24,518,1474.666667,6,1,08/17/2020,Amazon,4.733333333,"7.50"" x 7.50"" x 0.01""",Small standard-size,4.02 lbs
B0CB1ZK46B,Clean Skin Club Luxe Bamboo Box with Cover & Towels XL  Face Towel  Disposable Makeup Remover Dry Wipes  Facial Wash,CLEAN SKIN CLUB,Beauty & Personal Care,"$58,052.00","1,262",$46.00,$12.69,$33.31,"16,326",96,6,1,07/16/2023,Amazon,4.9,"6.25"" x 5.25"" x 4.75""",Large standard-size,2.38 lbs
B0CCY2FTKH,Clean Skin Club Luxe Bamboo Box with Drawer & Towels XL  Face Towel  Disposable Makeup Remover Dry Wipes  Facial Wash (Bamboo Container Drawer),CLEAN SKIN CLUB,Beauty & Personal Care,"$131,008.00","2,848",$46.00,$13.33,$32.67,"6,858",137,6,1,07/16/2023,Amazon,4.7,"6.25"" x 5.25"" x 4.75""",Large standard-size,3.2 lbs
B07XT178QN,Clean Skin Club XL Premium Face Wipes  40% Larger Than Normal Wipes  Extra Moist Makeup Removing Towelettes  30 Count  Facial Cleansing Cloth  Fragrance Free  No Alcohol or Chemicals,CLEAN SKIN CLUB,Beauty & Personal Care,"$17,203.55","1,729",$9.95,$5.94,$4.01,"10,442",723,7,1,01/05/2020,Amazon,4.3,"9.96"" x 5.83"" x 1.77""",Large standard-size,1.15 lbs
B091DVSSCM,Clear Makeup Bag  Ethereal Small Cosmetic Bag Travel Makeup Bag for Women Sierra Blue Makeup Organizer Bag Portable Tote Bag,Ethereal,Beauty & Personal Care,"$52,875.90","4,410",$11.99,$5.34,$6.65,"6,974",2453.44,6,1,03/30/2021,Ethereal Bag,4.612,"1.81"" x 6.65"" x 9.96""",Large standard-size,0.3505 lbs
B0BMGJVJPQ,Clear Makeup Bag  TSA Approved 2 Pcs Cosmetic Makeup Bags Set Waterproof Clear PVC with Zipper Handle Portable Travel Luggage Pouch Airport Airline Vacation Organization(Black Grey),FUAUFAS,Beauty & Personal Care,"$24,715.26","2,474",$9.99,$4.34,$5.65,"9,583",5206,7,1,10/08/2017,Amazon,4.6,"7.70"" x 5.90"" x 2.50""",Large standard-size,4.16 lbs
B091PRTQX3,Clear Makeup Bags Small Cosmetic Bag Portable Cute Transparent Travel Makeup Bag with zipper for Women and Girls Cosmetics Toiletries storage Organizer Pouch-Marble,OCHEAL,Beauty & Personal Care,"$23,306.67","2,333",$9.99,$4.57,$5.42,"5,957",3389.40625,6,2,04/23/2021,OCHEAL,4.6,"1.89"" x 6.73"" x 9.37""",Large standard-size,0.399 lbs
B0BWJPBFGR,Clear Makeup Bags  TSA Approved Toiletry Bag with Zipper  Clear Makeup Organizer Fit Carry-on Travel Essentials Clear Cosmetic Bags for Women Men (Large Black),LETGO,Beauty & Personal Care,"$59,674.68","2,132",$22.99,N.A.,N.A.,"10,019",145.8095238,7,1,04/06/2023,Amazon,4.2,N.A.,N.A.,N.A.
B0722JDG4Q,Clear Makeup Organizer Bag Double Layer Cosmetic Bag Travel Accessories Dorm Room Essentials Toiletry Bag for Women Portable Travel Bag Makeup Case Large Make Up Bag Organizer for Skin Care Brushes,365park,Beauty & Personal Care,"$34,846.49","2,051",$17.49,N.A.,N.A.,"6,352",2666.5,8,1,11/30/2017,365park,4.6,N.A.,N.A.,N.A.
B0C2P4C1RQ,Clear Makeup Organizer for Vanity  Bathroom Countertop Organizer and Storage with Stackable Drawers  Large Desk Drawers Set for Dresser Top Cosmetics  Skincare  Jewelry and Hair Accessories,Simbuy,Beauty & Personal Care,--,--,$31.99,N.A.,N.A.,"8,037",3522,7,1,04/16/2023,Amazon,4.3,N.A.,N.A.,N.A.
B09P61YW39,Clear Makeup Travel Bag Toiletry Tote Bags 2 Pcs Large Transparent Cosmetic Make Up Organizer Zipper Pouch Purse,BTOOP,Beauty & Personal Care,"$44,717.68","2,632",$9.99,N.A.,N.A.,"8,985",924.8235294,6,1,03/20/2022,Amazon,4.7,N.A.,N.A.,N.A.
B0C7VV3YCC,"Clear Pouch Small  Clear Makeup Bag  6.6""x2.3""x4.7"" Size TSA Approved Toiletry Bag  Clear Travel Bags for Toiletries  Clear Cosmetic Bag for Women and Men Small-1 Pack Coffee",Buminee,Beauty & Personal Care,"$8,008.63","1,337",$5.99,N.A.,N.A.,"16,102",99,7,1,07/20/2023,Amazon,4.2,N.A.,N.A.,N.A.
B07VB7BDY1,Clear Toiletry Bag  F-color 5 Pack TSA Approved Toiletry Bag Quart Size Bag  Travel Makeup Cosmetic Bag for Women Men  Carry on Airport Airline Compliant Bag  Blue,F-color,Beauty & Personal Care,"$23,207.10","1,290",$11.99,$6.47,$5.52,"6,319",4047.086957,6,1,08/31/2019,F-color,4.604347826,"1.90"" x 7.10"" x 8.50""",Large standard-size,0.6504 lbs
B0BYTY1NFX,Clear Toiletry Bags for Traveling  Hanging Toiletry Bag for Women and Men with TSA Approved 3-1-1 Small Pouch  Large Travel Makeup Bag Cosmetic Organizer Pouch for Toiletries  Full Sized Container,Relavel,Beauty & Personal Care,"$36,361.81","1,819",$17.99,N.A.,N.A.,"13,496",1159.3,6,1,09/17/2021,Amazon,4.7,N.A.,N.A.,N.A.
