ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
B0BF8JXL64,10 Pieces Powder Puff Face Triangle Soft Velour Makeup Puff for Loose Powder Soft Body Cosmetic Foundation Sponge Mineral Powder Wet Dry Makeup Tool with Strap - Black/White,TULOBI,Beauty & Personal Care,"$9,974.73","1,427",$4.99,$3.48,$1.51,"14,378",1886.285714,6,1,01/22/2022,Amazon,4.8,"2.83"" x 2.76"" x 0.59""",Small standard-size,0.63 lbs
B09XDMHSX9,10 Sheets Face Gems Jewels for Makeup Self Adhesive Assorted Shapes Rhinestones for Christmas Crafts  Eye Body Gems Nail Art Festival Party Rave Accessories for Women,La Jolie Jasmin,Beauty & Personal Care,"$8,980.76","1,124",$7.99,$4.18,$3.81,"10,902",323,7,1,11/26/2022,Amazon,4.5,"5.91"" x 3.19"" x 0.87""",Large standard-size,2.4 lbs
B0CKMNGTXM,100 Pcs Disposable Eyelash Brush  Mascara Wands Makeup Brushes Applicators Kits for Eyelash Extensions  Eyebrow Brush with Container (Pink  Black),Tbestmax,Beauty & Personal Care,"$44,980.33","8,837",$5.09,$3.95,$1.14,"1,448",1530,7,1,11/14/2022,Amazon,4.8,"4.80"" x 2.44"" x 2.32""",Large standard-size,4.97 lbs
B097MGV2M4,100 Pcs Disposable Makeup Applicator Crystal Lip Wands Lipstick Brush Applicator - Gold,BTYMS,Beauty & Personal Care,"$7,637.25","1,275",$5.99,$3.40,$2.59,"12,212",3030,5,1,05/04/2017,BTYMS,4.8,"3.15"" x 1.97"" x 0.39""",Small standard-size,0.1102 lbs
B08DR9BCG8,100 PCS Microblading Permanent Makeup Shower Face Shields Visors  Disposable Face Shields Masks for Hairspray Salon Supplies and Eyelash Extensions Eye Eyelid Surgery Aftercare,EBANKU,Beauty & Personal Care,"$33,806.16","3,384",$9.99,$3.72,$6.27,"5,639",1400,6,1,07/16/2019,Amazon,4.3,"8.50"" x 4.37"" x 0.71""",Small standard-size,4.16 lbs
B01CTYUFEA,"100 Pieces Cosmetic MakeUp Disposable Plastic 2.5"" Spatulas For Skin Care Facial Cream Mask Spatula (BLACK)",PANA,Beauty & Personal Care,"$22,556.73","3,227",$6.99,$4.10,$2.89,"6,050",9768,5,2,05/09/2016,Amazon,4.7,"3.00"" x 2.40"" x 2.30""",Large standard-size,3.21 lbs
B09J8RZ1KY,100 Pieces Eyelash Mascara Brushes Disposable Lash Wands Makeup Applicators Eyebrow Spoolies Brush for Eyelash Extensions - Black,BTYMS,Beauty & Personal Care,"$8,158.65","1,635",$4.99,$3.32,$1.67,"11,307",4079,6,1,07/24/2016,Amazon,4.8,"1.97"" x 1.18"" x 0.39""",Small standard-size,0.0882 lbs
B072J34R82,100% Human Hair Full Hand Tied Fake Mustache Beard Makeup for Entertainment/Drama/Party/Movie Prop (# 8 Full Beard (Brown)),ExGizmo,Beauty & Personal Care,"$102,134.07","1,293",$23.84,$14.77,$9.07,"8,226",104,6,1,04/12/2017,Amazon,3.65,"9.88"" x 3.62"" x 0.31""",Small standard-size,0.63 lbs
B0B5WHSHQF,100ml Eyelash Extension Cleanser Lash Mousse Unsent Lash Shampoo for Extensions  Natural Lashes Makeup & Mascara Remover Professional & Self,WOZUTUNT,Beauty & Personal Care,"$11,327.40","1,260",$8.99,$4.49,$4.50,"18,283",816,6,1,08/11/2022,Amazon,4.6,"6.42"" x 4.65"" x 2.48""",Large standard-size,10.23 lbs
B0BLXHZ25W,100PCS Crystal Eyelash Mascara Brushes Wands Applicator Makeup Kits (Black + Blue),G2PLUS,Beauty & Personal Care,"$14,076.36","2,564",$5.24,$3.98,$1.26,"5,976",5082,6,2,02/03/2020,G2Life,4.8,"0.91"" x 4.72"" x 5.98""",Large standard-size,0.2205 lbs
B089SF762J,100PCS Crystal Eyelash Mascara Brushes Wands Applicator Makeup Kits (Blue + Pink),G2PLUS,Beauty & Personal Care,"$15,190.31","2,579",$5.89,$3.39,$2.50,"6,427",4003.8,6,2,02/03/2020,G2Life,4.8,"0.20"" x 4.60"" x 5.40""",Small standard-size,0.2006 lbs
B0BMQ6RJ47,100PCS Crystal Eyelash Mascara Brushes Wands Applicator Makeup Kits (White + Pink),G2PLUS,Beauty & Personal Care,"$9,880.20","1,980",$4.99,$3.32,$1.67,"6,864",5963.9,5,1,02/03/2020,G2Life,4.8,"0.50"" x 5.50"" x 7.00""",Small standard-size,0.2006 lbs
B0CK5212QJ,100PCS Disposable Eyelash Mascara Brushes for Eye Lashes Extension Eyebrow and Makeup(Rose),GUMIKE,Beauty & Personal Care,"$24,181.04","5,696",$4.24,$3.86,$0.38,N.A.,2123,6,1,04/22/2021,Amazon,4.7,"0.91"" x 3.90"" x 5.71""",Large standard-size,0.1301 lbs
B089VTTVNB,100PCS Glitter Crystal Lip Brush  Disposable Lip Brushes Lip Gloss Applicators Lipstick Gloss Wands Applicator Perfect Makeup Tool Kits (Gold),G2PLUS,Beauty & Personal Care,--,--,$4.99,$3.32,$1.67,"12,116",2615,6,1,07/12/2020,Amazon,4.8,"6.00"" x 4.50"" x 0.50""",Small standard-size,3.21 lbs
B01L8G4ZZK,10pcs Horror Realistic Fake Bloody Wound Stitch Scar Scab Waterproof Temporary Tattoo Sticker Halloween Masquerade Prank Makeup Props (10) (10pcs S165),FATHER.SON,Beauty & Personal Care,"$4,428.90","1,110",$3.99,$3.24,$0.75,"9,210",630,6,1,10/13/2016,Amazon,4.3,"5.20"" x 5.00"" x 0.39""",Small standard-size,0.64 lbs
B0BYNJVFWP,10pcs Powder Puff Cotton Cosmetic Powder Makeup Puffs Pads with Ribbon Face Powder Puffs for Loose and Foundation 2.36 inch. (Beige),LOOKSEVEN,Beauty & Personal Care,"$10,537.05","1,059",$9.95,$3.72,$6.23,"16,285",1105,6,1,06/03/2020,Amazon,4.5,"8.50"" x 4.25"" x 0.50""",Small standard-size,0.81 lbs
B0B5DLRMFR,10X Magnifying Makeup Mirror with 1 Tweezers Portable Round Mirror 2 Suction Cups Travel Set for Eyebrow Tweezing Blackhead Blemish Removal Bathroom Magnified Cosmetic Mirror (Diameter 4.3 inches),TTSAM,Beauty & Personal Care,"$16,344.30","2,385",$6.86,$3.56,$3.30,N.A.,1592,7,1,06/28/2022,Amazon,4.4,"0.55"" x 4.53"" x 4.65""",Small standard-size,0.2205 lbs
B0CHRQHVKD,10X Magnifying Makeup Mirror with Lights  3 Color Lighting  Bathroom Shower Mirror with Suction Cup  Intelligent Switch  360 Degree Rotation  Portable  for Detailed Makeup  Close Skincare,WRSNGH,Beauty & Personal Care,"$52,803.87","2,113",$24.99,$8.89,$16.10,"9,281",5744.2,6,1,11/29/2021,Amazon,4.4,"3.35"" x 8.31"" x 8.98""",Large standard-size,1.0097 lbs
B0BRB1C3CX,1158 Pcs of Pearl Stickers 3/4/5/6/8/10mm Beige Half Round Pearls Self Adhesive Face Gems  Stick on Body Crystal Beads with Quick Dry Makeup Glue For Face Eye Hair Nails Make up and DIY Craft,BELLEBOOST,Beauty & Personal Care,"$25,443.60","3,640",$6.99,$4.10,$2.89,"2,285",220.3846154,7,1,04/27/2023,Amazon,4.5,"7.05"" x 6.14"" x 1.06""",Large standard-size,5.29 lbs
B0BF5HC3N3,12 Color Holographic Glitter for Nail  Shimmer Chunky Eye Glitter for Face  Hair  Body  Glitter Eyesahdow Makeup  Cosmetics Glitter Art Makeup (12Colors),MAKI YIKA,Beauty & Personal Care,"$11,788.20","1,180",$9.99,$4.57,$5.42,"10,232",315.3333333,7,1,03/30/2022,Amazon,4.4,"8.26"" x 5.80"" x 0.82""",Large standard-size,0.3969 lbs
B0BPJGTHKM,12 Grids 3792pcs Citrine AB Flatback Rhinestones Set for Nail  Art  Crafts  Makeup  Tumblers Glitter Round with Tweezers and Picking Pen(SS6~SS20),GAVIYE,Beauty & Personal Care,"$35,142.69","2,931",$9.94,$4.72,$5.22,"7,410",1876.59375,7,2,01/12/2022,Amazon,4.696875,"5.24"" x 2.83"" x 0.55""",Small standard-size,2.89 lbs
B0BK82FSDD,12 Jars of Cosmetic Chunky Glitter Shimmer Body Face Hair Eye Party Beauty Makeup Temporary Tattoos 12 Colors (96g/3.38oz) + Quick Dry Glitter Glue(10ml),GA&EN,Beauty & Personal Care,"$55,969.32","4,668",$6.99,$5.57,$1.42,"4,096",3130.055556,7,1,04/05/2022,Amazon,4.6,"0.98"" x 5.98"" x 8.74""",Large standard-size,0.4784 lbs
B09BJNBYJ1,12 Jars of Cosmetic Chunky Glitter Shimmer Body Face Hair Eye Party Beauty Makeup Temporary Tattoos 4 Colors (96g/3.38oz) No Glue Attached Pack 1,GA&EN,Beauty & Personal Care,"$35,627.41","4,459",$7.99,$4.18,$3.81,"1,184",2868.818182,7,1,04/05/2022,Amazon,4.6,"7.83"" x 6.18"" x 1.02""",Large standard-size,3.39 lbs
B07PQ78H4T,12 Piece Black Colour Waterproof Eyebrows Pencil Tattoo Makeup And Microblading Supplies Kit-Permanent Eye Brow Liners In Waterproof Eyebrow Pencils Peel - Brow Pencil Set For Marking(12 Pcs),KAIQIKAIXI,Beauty & Personal Care,"$22,295.00","2,275",$8.90,$4.32,$4.58,"7,249",4971,6,1,02/21/2019,Amazon,4.1,"8.10"" x 2.70"" x 0.90""",Large standard-size,0.39 lbs
B0B3XCS6YG,12 Pieces Black Cosmetic Powder Puff 2.76 inch Portable Soft Sponge Setting Face Puffs Triangle Velvet Powder Puff with Ribbon Band Handle for Loose Powder Body Powder Makeup Tool,Scartink,Beauty & Personal Care,"$19,880.16","3,984",$4.99,$3.32,$1.67,"6,307",2364.416667,6,1,03/31/2022,Amazon,4.725,"9.57"" x 8.11"" x 0.63""",Small standard-size,2.4 lbs
B0832TPG9M,12 Pieces Face Wash Cloth Makeup Remover Cloths Coral Velvet Facial Washcloths Soft Fast Drying Facial Cleansing Cloth for Face  12 x 12 Inch (Assorted Color),Syhood,Beauty & Personal Care,"$11,658.33","1,167",$8.99,$4.57,$4.42,"18,436",3621,6,1,06/28/2019,Amazon,4.6,"12.60"" x 9.37"" x 1.57""",Large standard-size,10.23 lbs
B083K1TCBJ,12 Pieces No Bend Curl Clips Hair Clips Pin for Hairstyle Bangs Waves Makeup Application (Pink  Blue  White  Yellow),TOODOO,Beauty & Personal Care,"$8,682.60","1,740",$4.99,$0.40,$4.59,"8,006",1228,6,1,05/23/2018,Mttoo US,4.4,"0.28"" x 4.61"" x 5.71""",Standard (Small),0.0772 lbs
B08W54J9ZM,12 Pieces Powder Puff Face Triangle Makeup Puff for Loose Powder Soft Body Cosmetic Foundation Sponge Mineral Powder Wet Dry Makeup Tool(Black  White  Pink Small),Maitys,Beauty & Personal Care,"$132,429.50","12,050",$6.99,$4.57,$2.42,"2,907",6573.52381,7,1,03/04/2021,ShueChojie,4.6,"7.87"" x 7.87"" x 0.63""",Small standard-size,0.2822 lbs
B0B2DN1P8Z,12 Pieces Powder Puff Face Triangle Makeup Puff Soft Cosmetic Foundation Sponge Velour Puff for Loose Powder Body Powder Beauty Wet Dry Makeup Tool(Black  Pink),Pimoys,Beauty & Personal Care,"$11,694.27","1,673",$6.99,$4.10,$2.89,"11,892",1435.166667,6,1,06/29/2021,Amazon,4.7,"5.83"" x 3.90"" x 2.40""",Large standard-size,1.13 lbs
B0B6FSVDJV,12 Pieces Professional Makeup Sponge Set Latex Free Flawless Soft Setting Face Puffs Makeup Blending Sponge Cosmetic Applicator for Powder Liquid Facial Makeup Tools,Scartink,Beauty & Personal Care,"$65,020.98","9,302",$6.99,$4.10,$2.89,"2,090",1791.4,6,1,09/18/2022,Amazon,4.5,"6.18"" x 2.68"" x 2.68""",Large standard-size,5.29 lbs
B09XKGFFMR,12 Pieces Pure Cotton Powder Puff Face Triangle Soft Makeup Puff for Loose Powder Body Cosmetic Foundation Sponge Mineral Powder Wet Dry Makeup Tool with Strap-Black/Nude,TULOBI,Beauty & Personal Care,"$28,212.69","3,531",$7.99,$3.56,$4.43,N.A.,474,6,1,06/27/2022,KENANFADA,4.7,"5.91"" x 5.12"" x 0.63""",Small standard-size,0.0882 lbs
B0CKW8W3TJ,12 Pieces Triangle Powder Puff Face Soft Triangle Makeup Puff Velour Cosmetic Foundation Blender Sponge Beauty Makeup Tools,MMQ,Beauty & Personal Care,"$22,225.84","3,976",$6.29,$3.99,$2.30,"95,070",2,6,2,08/07/2023,Amazon.com,5,"4.84"" x 3.35"" x 2.20""",Large standard-size,1.06 lbs
B0BR9X4WF7,12 Sheets Face Gem Stickers Set 1 with 7 Colors  Mixed Shape Crystal Self Adhesive Rhinestones Face Jewels Stick on  with Makeup Glue for Makeup Eyes Face Hair Nails Body  Crafts and Decorations,BELLEBOOST,Beauty & Personal Care,"$7,898.70","1,130",$6.99,$3.48,$3.51,"9,116",146.3333333,7,1,07/02/2023,Amazon,4.6,"7.60"" x 6.89"" x 0.63""",Small standard-size,2.89 lbs
B0B561J783,120 PCS Blue Individual Lashes Cluster 20 Roots D Curl 0.07mm 10-15mm Mixed Single Lashes Professional Makeup Lash Clusters Extensions Colored DIY Eyelash Extension at Home(Blue20D0.07D 10-15),Higu clace,Beauty & Personal Care,"$41,038.92","4,108",$9.99,$3.72,$6.27,"1,934",1157,7,1,04/14/2021,Higu clace USA,4.3,"0.50"" x 2.50"" x 4.50""",Small standard-size,0.0507 lbs
B0BL3FB5FQ,120 Pcs Compressed Facial Sponges with Container Heart Shape Face Sponge Natural Disposable Sponge Pads for Washing Face Cleansing Exfoliating Esthetician Makeup Removal (Black),Sieral,Beauty & Personal Care,"$22,737.66","1,034",$21.99,$7.07,$14.92,"18,156",189.5555556,7,1,09/16/2023,Amazon,4.4,"7.32"" x 2.91"" x 2.91""",Large standard-size,7.37 lbs
B0BX2B33XY,120 Pcs Facial Sponge Compressed  Luxiv Face Cleansing Sponge Estheticians Compressed Makeup Facial Sponge Round Wash Face Sponges for Women Compress Exfoliating Removal Sponge (Pink) (Yellow) (Pink+yellow),Luxiv,Beauty & Personal Care,"$40,333.17","2,883",$13.99,$5.87,$8.12,N.A.,366.5,6,1,08/31/2023,Amazon,4.6,"7.01"" x 6.46"" x 1.97""",Large standard-size,10.12 lbs
B0B9S3PS9L,"1200 Sheets Natural Blotting Paper for Oily Skin with Bamboo Charcoal  Oil Blotting Sheets for Face  Makeup Blotting Paper  3 7/8"" and 2.75""",Teenitor,Beauty & Personal Care,"$17,172.78","1,322",$12.99,$5.72,$7.27,"17,537",651,6,1,03/31/2022,Amazon,4.5,"9.13"" x 8.46"" x 0.94""",Large standard-size,8.8 lbs
B09CDGCP8X,1200pcs Precision Cotton Swabs with 6'' Long Sticks for Gun Cleaning  Makeup or Pets,"Quanzhou Chenchenchen E-Commerce Co.,Ltd",Beauty & Personal Care,"$18,223.87","1,013",$17.99,$7.84,$10.15,"20,690",2129,5,1,08/12/2021,Amazon,4.6,"7.60"" x 6.89"" x 3.86""",Large standard-size,1.19 lbs
B0BGR27MMF,120ML Halloween Fake Blood  Washable Fake Blood Spray For Face Mouth Clothes  Easy to Clean Blood Paint Vampire Zombie Makeup  Realistic Bloody Clothing Splatter Blood Fake Dress Up Cosplay（2PC）,MUBSEOTH,Beauty & Personal Care,"$21,980.49","2,751",$7.99,$4.18,$3.81,N.A.,162,7,1,10/12/2022,Amazon,3.8,"6.69"" x 4.65"" x 1.54""",Large standard-size,2 lbs
B0BFFK6Q19,12PCS Halloween Face Tattoos for Adults  2022 Halloween Prank Makeup Temporary Tattoo  Scary Big Mouth Tattoo Realistic Halloween Face Tattoos for Adult Women and Men,Auzky,Beauty & Personal Care,"$11,042.18","1,382",$7.99,N.A.,N.A.,"53,587",29,6,1,09/25/2022,Auzky,4.3,N.A.,N.A.,N.A.
B0BBGDCYR4,12PCS Halloween Prank Makeup Temporary Tattoo  2023 New Adults Kids Clown Horror Mouth Fake Tattoo Stickers  Scary Big Mouth Face Tattoos Decals Kits Prank Props Upgrade Face Decals Prank Props for Halloween Cosplay Party (A),MiXXAR,Beauty & Personal Care,"$6,236.37","1,563",$3.99,$3.24,$0.75,N.A.,126,6,1,09/11/2022,Amazon,3.8,"9.49"" x 4.13"" x 0.35""",Small standard-size,1.76 lbs
B07K2MSXQP,12Pcs No Bend Hair Clips- No Crease Hair Clips Styling Duck Bill Clips No Dent Alligator Hair Barrettes for Salon Hairstyle Hairdressing Bangs Waves Woman Girl Makeup Application (Black),MADHOLLY,Beauty & Personal Care,"$95,060.26","10,574",$8.49,$3.64,$4.85,"1,607",17696.75,6,1,07/13/2022,Amazon,4.3,"5.47"" x 3.11"" x 0.43""",Small standard-size,0.63 lbs
B0BV98HSWM,12Pcs of Triangular Powder Puff Makeup Sponges  Made of Super-soft Velvet  Designed for Contouring  Eye  and Corner  Beauty Blender Foundation Mixing Container. (Pink),RAREIUS,Beauty & Personal Care,"$7,758.90","1,110",$6.99,$4.10,$2.89,"21,060",282,6,1,08/31/2022,Amazon,4.7,"4.76"" x 3.35"" x 2.28""",Large standard-size,2.47 lbs
B07P5WSVP3,12rows，120pcs 10D Premade Volume Fans Eye Lashes Extensions Thickness 0.07mm D Curl Black Soft Individual False Eyelashes Makeup Fake Lashes Cluster 8-18mm to Choose (18mm),Hannahool,Beauty & Personal Care,"$16,254.00","1,260",$12.90,$1.94,$10.97,"14,104",1207,5,1,05/22/2019,Hannahool,4.3,"3.15"" x 1.97"" x 1.18""",Standard (Large),0.022 lbs
B0BLHGPFRH,1300Pcs Black Nail Art Rhinestones Kit 60 Multi Shapes Crystal Flatback Rhinestones Gems +1240 Jet Black Round Beads Glass Stones Diamonds jewels w Tweezer & Wax Pen for Nail Faces Eyes Makeup Crafts,qiipii,Beauty & Personal Care,"$18,560.77","2,323",$7.99,$3.56,$4.43,"7,642",305.2,8,2,01/02/2023,Amazon,4.6,"6.69"" x 3.74"" x 0.51""",Small standard-size,1.73 lbs
B0CKPZCW4W,1320 Pcs 8 Sheets Rhinestone Stickers 3/4/5/6 mm Hair Gems Self Adhesive Face Rhinestones Gems Jewels for Halloween Decorations Makeup Hair Body (Clear  AB Color),Lamdo,Beauty & Personal Care,"$8,339.07","1,193",$6.99,$3.48,$3.51,N.A.,259,6,1,03/30/2022,Amazon,4.5,"5.20"" x 3.80"" x 0.50""",Small standard-size,1.13 lbs
B09M8BZMZG,14 Pieces Fan Brushes Facial Applicator Brush Soft Fan Brushes Acid Applicator Brush Cosmetic Makeup Applicator Tools for Mud Cream (White  Brown  5.71 Inches),Patelai,Beauty & Personal Care,"$20,862.60","1,740",$11.99,$4.72,$7.27,"18,836",586,6,1,09/14/2020,Amazon Warehouse,4.6,"7.09"" x 7.09"" x 0.63""",Small standard-size,0.3307 lbs
B0CFV9R1Y7,14 Sheets Glitter Butterfly Temporary Tattoos Sticker for Women Girls Eye Face Makeup Decoration  Flash Fairy Wings Body Art Shiny Butterflies Waterproof Fake Tattoos for Festival Party Eye Decor,HANSAMU,Beauty & Personal Care,"$12,927.62","1,438",$9.99,$3.64,$6.35,"7,858",34,6,1,06/01/2023,Amazon,4.6,"5.83"" x 4.17"" x 0.28""",Small standard-size,1.45 lbs
B099ZH3X4Q,140 PCS Halloween Zombie Makeup  Halloween Fake Scars Horror Fake Bloody Wound Temporary Zombie Tattoos for Women Men Kids Halloween Party Cosplay,HUTALOE,Beauty & Personal Care,"$13,289.92","1,904",$6.98,$3.48,$3.50,"3,215",381,7,1,08/30/2021,Amazon,4.3,"4.25"" x 2.50"" x 0.03""",Small standard-size,0.95 lbs
B0BYC7K8KC,1420Pcs AB Crystal Nail Rhinestones 180 Multi Shapes Flatback Crystal White AB Gems +1240 Round Beads K9 Glass Stones Diamonds Jewels Nail Art Supplies Nail Charms for Nails Faces Eyes Makeup Crafts,qiipii,Beauty & Personal Care,"$13,376.61","1,339",$9.99,N.A.,N.A.,"14,345",93,8,1,05/06/2023,Amazon,4.6,N.A.,N.A.,N.A.
B09XM5M429,1440Pcs Crystal Ab Crystal Rhinestones Glass Flatback Rhinestones Mini Gemstones for Nail Face Makeup Art Crafts Clothes Decoration -(SS6 2.0mm Crystal Ab),GAVIYE,Beauty & Personal Care,"$6,814.50","1,050",$7.99,N.A.,N.A.,"22,866",398.6666667,6,1,12/13/2021,Amazon,4.533333333,N.A.,N.A.,N.A.
B0BHD4XX5J,1440pcs SS16 4.0mm Aquamarine Flatback Rhinestones bulk K9 Glass Water Blue Crystals Nail Art Gems Round Stones Diamonds Lake Blue Nail Charms Jewels for Nails Eyes Face Makeup Crafts DIY Tumblers etc,qiipii,Beauty & Personal Care,"$7,905.69","1,131",$7.99,N.A.,N.A.,"14,961",156,7,1,10/04/2022,Amazon,4.7,N.A.,N.A.,N.A.
B0CJBFTV5R,15 Pcs Powder Puff Velour Triangle Powder Puffs for Face Powder Washable Reusable Soft Wet and Dry Makeup Puff for Loose Powder Mineral Powder Body Puff Makeup Applicator(5Black 5Nude 5Pink),D,Beauty & Personal Care,"$13,127.57","1,643",$4.49,$4.18,$0.31,"5,033",728.9230769,6,1,05/06/2023,Amazon,4.8,"8.46"" x 5.67"" x 2.05""",Large standard-size,1.23 lbs
B09YCTTVWQ,15 Pieces Powder Puff Face Soft Makeup Sponge  Triangle Powder Puffs for Loose Powder Mineral Powder Velour Puff for Face Exquisite Makeup Eyes Contouring  Beauty Makeup Tools(Black),Pimoys,Beauty & Personal Care,"$22,074.42","3,158",$6.99,$3.48,$3.51,"6,446",1497,6,1,04/28/2022,Amazon,4.7,"11.02"" x 7.83"" x 0.63""",Small standard-size,2.4 lbs
B0C4FB12KZ,15000pcs 2mm Resin Rhinestones Bulk  Black Flatback Round Jelly Rhinestones Bedazzling Non Hotfix Crystal Gems Large Quantity Wholesale for DIY Crafts Clothes Bottles Tumblers Face Makeup Manicure,BELLEBOOST,Beauty & Personal Care,"$10,631.79","1,521",$6.99,N.A.,N.A.,"7,397",64.26315789,7,1,05/04/2023,Amazon,4.6,N.A.,N.A.,N.A.
B0C4DFSDMR,1500pcs 6mm Resin Rhinestones Bulk  Black Flatback Round Jelly Rhinestones Bedazzling Non Hotfix Crystal Gems Large Quantity Wholesale for DIY Crafts Clothes Bottles Tumblers Face Makeup Manicure,BELLEBOOST,Beauty & Personal Care,"$28,172.74","3,526",$5.99,N.A.,N.A.,"2,652",156.5294118,7,1,05/04/2023,Amazon,4.7,N.A.,N.A.,N.A.
B0922NV91Y,150g Extra Fine Holographic Cosmetic Glitter  Ultra Fine Glitter Powder for Resin  Tumblers  Makeup Face Eye Hair Body  Crafts Painting Arts  Nail Art DIY Decoration (Holo Red),Estanoite,Beauty & Personal Care,"$9,709.11","1,389",$6.99,N.A.,N.A.,"33,393",964,6,1,04/07/2021,Amazon,4.7,N.A.,N.A.,N.A.
B0B5THM765,15x Magnifying Handheld Mirror Travel Folding Hand Held Mirror Double Sided Pedestal Makeup Mirror with 1/15x Magnification,MGLIMZ,Beauty & Personal Care,"$24,613.08","1,772",$13.99,$5.85,$8.14,"10,773",5138,6,3,10/07/2019,Amazon.com,4.5,"1.50"" x 6.00"" x 9.00""",Large standard-size,0.5997 lbs
B09TNZD2FF,16 Count Premium Makeup Remover Cloths- Super Soft Not Wear Skin - 8×8 Inches - Reusable Makeup Remover Cloths - Highly Absorbent Microfiber Coral Velvet Face Towels by BAMBOO QUEEN,BAMBOO QUEEN,Beauty & Personal Care,"$11,148.84","1,116",$9.99,$3.72,$6.27,"22,488",1896.125,6,1,04/16/2021,Amazon,4.7,"8.00"" x 8.00"" x 0.20""",Small standard-size,5.93 lbs
